jatosResID;image;trial_main;x1;x2
6530;art_042;7;0.70;0.17
6530;art_043;138;0.22;0.85
6530;art_044;129;0.24;0.64
6530;art_045;107;0.61;0.42
6530;art_046;144;0.30;0.22
6530;art_047;9;0.96;0.07
6530;art_048;62;0.93;0.35
6530;art_049;117;0.94;0.07
6530;art_050;80;0.06;0.49
6530;art_051;43;0.03;0.16
6530;art_052;141;0.90;0.25
6530;art_053;34;0.69;0.55
6530;art_054;153;0.59;0.40
6530;art_055;99;0.52;0.44
6530;art_056;85;0.56;0.27
6530;art_057;152;0.40;0.25
6530;art_058;112;0.32;0.43
6530;art_059;41;0.48;0.84
6530;art_060;74;0.67;0.10
6530;art_061;53;0.54;0.27
6530;art_062;63;0.70;0.42
6530;art_063;24;0.72;0.03
6530;art_064;106;0.76;0.21
6530;art_065;3;0.71;0.34
6530;art_066;113;0.53;0.55
6530;art_067;55;0.96;0.01
6530;art_068;75;0.46;0.63
6530;art_069;151;0.23;0.39
6530;art_070;86;0.53;0.09
6530;art_071;27;0.23;0.42
6530;art_072;109;0.46;0.39
6530;art_073;133;0.32;0.89
6530;art_074;38;0.94;0.05
6530;art_075;48;0.58;0.47
6530;art_076;114;0.12;0.52
6530;art_077;130;0.68;0.42
6530;art_078;29;0.95;0.04
6530;art_079;87;0.72;0.02
6530;art_080;154;0.68;0.32
6530;art_081;102;0.91;0.05
6530;art_082;61;0.99;0.31
6530;art_083;76;1.00;0.20
6530;art_084;5;0.90;0.36
6530;art_085;143;0.89;0.06
6530;art_086;131;0.85;0.12
6530;art_087;140;0.42;0.61
6530;art_088;137;0.78;0.36
6530;art_089;142;0.73;0.20
6530;art_090;116;0.91;0.17
6530;art_091;58;0.99;0.02
6530;art_092;77;0.80;0.25
6530;art_093;110;0.88;0.07
6530;art_094;84;0.95;0.06
6530;art_095;15;0.94;0.02
6530;art_096;70;0.02;0.45
6530;art_097;120;0.66;0.34
6530;art_098;119;0.62;0.30
6530;art_099;150;0.72;0.26
6530;art_100;30;0.95;0.08
6530;art_101;56;0.90;0.27
6530;art_102;73;0.02;0.61
6530;art_103;64;0.02;0.47
6530;art_104;49;0.03;0.23
6530;art_105;54;0.02;0.02
6530;art_106;37;0.03;0.47
6530;art_107;23;0.01;0.00
6530;art_108;50;0.01;0.29
6530;art_109;51;0.03;0.47
6525;2va003;141;0.17;0.06
6525;2va005;136;0.42;0.10
6525;2va006;38;0.74;0.07
6525;2va007;97;0.92;0.10
6525;2va009;85;0.91;0.06
6525;2va014;72;0.10;0.29
6525;2va016;90;0.92;0.05
6525;2va018;53;0.88;0.08
6525;2va019;82;0.92;0.05
6525;2va020;4;0.23;0.31
6525;2va025;115;0.06;0.75
6525;2va026;119;0.83;0.19
6525;2va028;145;0.69;0.25
6525;2va031;76;0.52;0.46
6525;2va033;20;0.09;0.84
6525;2va035;92;0.08;0.87
6525;2va036;108;0.14;0.49
6525;2va037;150;0.10;0.65
6525;2va041;128;0.06;0.77
6525;2va042;32;0.06;0.27
6525;2va044;66;0.79;0.12
6525;2va051;26;0.63;0.15
6525;2va056;65;0.72;0.07
6525;2va057;101;0.09;0.05
6525;2va063;58;0.91;0.17
6525;2va067;77;0.92;0.06
6525;2va071;129;0.82;0.13
6525;2va074;9;0.09;0.65
6525;2va075;56;0.60;0.21
6525;2va078;19;0.87;0.13
6525;2va081;116;0.58;0.30
6525;2va088;51;0.04;0.40
6525;2va092;49;0.78;0.14
6525;2va106;74;0.14;0.15
6525;2va108;28;0.06;0.66
6525;2va118;17;0.02;0.97
6525;2va119;69;0.19;0.15
6525;2va131;46;0.17;0.71
6525;2va137;5;0.59;0.51
6525;art_001;88;0.88;0.16
6525;art_002;40;0.94;0.18
6525;art_003;133;0.95;0.03
6525;art_004;83;0.07;0.06
6525;art_005;34;0.79;0.12
6525;art_006;105;0.82;0.10
6525;art_007;33;0.04;0.11
6525;art_008;135;0.93;0.05
6525;art_009;21;0.60;0.03
6525;art_010;50;0.76;0.19
6525;art_011;10;0.67;0.28
6525;art_012;126;0.96;0.01
6525;art_013;7;0.18;0.20
6525;art_014;103;0.88;0.05
6525;art_015;3;0.89;0.18
6525;art_016;27;0.74;0.25
6525;art_017;123;0.55;0.45
6525;art_018;43;0.62;0.59
6525;art_019;6;0.87;0.24
6525;art_020;30;0.76;0.21
6525;art_021;107;0.82;0.10
6525;art_022;52;0.27;0.62
6525;art_023;37;0.92;0.10
6525;art_024;54;0.94;0.04
6525;art_025;113;0.06;0.26
6525;art_026;149;0.60;0.28
6525;art_027;11;0.78;0.21
6525;art_028;132;0.67;0.06
6525;art_029;18;0.51;0.07
6525;art_030;62;0.20;0.30
6525;art_031;75;0.84;0.10
6525;art_032;138;0.86;0.08
6525;art_033;45;0.96;0.03
6525;art_034;35;0.18;0.17
6525;art_035;23;0.28;0.72
6525;art_036;81;0.87;0.07
6525;art_037;8;0.27;0.73
6525;art_038;95;0.86;0.12
6525;art_039;2;0.93;0.06
6525;art_040;79;0.10;0.31
6525;art_041;100;0.04;0.45
6525;art_042;60;0.12;0.58
6525;art_043;122;0.10;0.71
6525;art_044;61;0.04;0.63
6525;art_045;144;0.17;0.23
6525;art_046;44;0.23;0.27
6525;art_047;148;0.89;0.12
6525;art_048;114;0.03;0.06
6525;art_049;102;0.93;0.05
6525;art_050;64;0.07;0.57
6525;art_051;73;0.04;0.07
6525;art_052;1;0.21;0.24
6525;art_053;93;0.06;0.66
6525;art_054;127;0.12;0.06
6525;art_055;16;0.32;0.64
6525;art_056;87;0.83;0.07
6525;art_057;112;0.15;0.61
6525;art_058;42;0.37;0.29
6525;art_059;57;0.75;0.33
6525;art_060;63;0.89;0.19
6525;art_061;96;0.14;0.45
6525;art_062;84;0.92;0.06
6525;art_063;106;0.10;0.21
6525;art_064;99;0.11;0.24
6525;art_065;25;0.11;0.52
6525;art_066;109;0.08;0.28
6525;art_067;14;0.78;0.50
6525;art_068;22;0.02;0.77
6525;art_069;104;0.21;0.62
6525;art_070;137;0.31;0.45
6525;art_071;89;0.90;0.09
6525;art_072;124;0.31;0.19
6525;art_073;153;0.26;0.86
6525;art_074;78;0.92;0.08
6525;art_075;67;0.55;0.36
6525;art_076;39;0.07;0.91
6525;art_077;139;0.92;0.05
6525;art_078;80;0.99;0.01
6525;art_079;154;0.80;0.18
6525;art_080;15;0.81;0.25
6525;art_081;120;0.37;0.54
6525;art_082;47;0.87;0.26
6525;art_083;48;0.89;0.21
6525;art_084;121;0.07;0.64
6525;art_085;36;0.73;0.15
6525;art_086;91;0.90;0.08
6525;art_087;147;0.21;0.32
6525;art_088;146;0.22;0.77
6525;art_089;24;0.68;0.42
6525;art_090;151;0.74;0.18
6525;art_091;59;0.87;0.09
6525;art_092;134;0.93;0.26
6525;art_093;140;0.87;0.07
6525;art_094;131;0.56;0.33
6525;art_095;94;0.32;0.18
6525;art_096;41;0.02;0.71
6525;art_097;13;0.16;0.78
6525;art_098;29;0.76;0.58
6525;art_099;98;0.15;0.27
6525;art_100;143;0.08;0.22
6525;art_101;111;0.48;0.45
6525;art_102;31;0.04;0.22
6525;art_103;86;0.05;0.63
6525;art_104;118;0.09;0.82
6525;art_105;55;0.05;0.55
6525;art_106;70;0.14;0.11
6525;art_107;12;0.08;0.78
6525;art_108;71;0.02;0.89
6525;art_109;142;0.04;0.28
6526;2va003;130;0.87;0.11
6526;2va005;10;0.63;0.68
6526;2va006;72;0.03;0.07
6526;2va007;21;0.85;0.36
6526;2va009;140;0.79;0.13
6526;2va014;105;0.15;0.22
6526;2va016;62;0.43;0.14
6526;2va018;27;0.94;0.05
6526;2va019;125;0.73;0.16
6526;2va020;61;0.06;0.68
6526;2va025;19;0.08;0.67
6526;2va026;120;0.26;0.20
6526;2va028;13;0.93;0.12
6526;2va031;107;0.04;0.70
6526;2va033;136;0.93;0.13
6526;2va035;67;0.27;0.41
6526;2va036;15;0.38;0.92
6526;2va037;131;0.04;0.54
6526;2va041;137;0.13;0.93
6526;2va042;148;0.08;0.94
6526;2va044;41;0.83;0.06
6526;2va051;66;0.09;0.22
6526;2va056;49;0.17;0.17
6526;2va057;80;0.19;0.28
6526;2va063;111;0.37;0.28
6526;2va067;12;0.54;0.75
6526;2va071;91;0.01;0.17
6526;2va074;126;0.03;0.69
6526;2va075;17;0.10;0.66
6526;2va078;104;0.14;0.24
6526;2va081;54;0.07;0.12
6526;2va088;134;0.02;0.98
6526;2va092;90;0.84;0.12
6526;2va106;127;0.11;0.87
6526;2va108;29;0.07;0.89
6526;2va118;95;0.05;0.81
6526;2va119;52;0.07;0.30
6526;2va131;63;0.03;0.35
6526;2va137;24;0.19;0.81
6526;art_001;93;0.20;0.31
6526;art_002;98;0.33;0.71
6526;art_003;108;0.69;0.32
6526;art_004;4;0.27;0.84
6526;art_005;74;0.46;0.65
6526;art_006;34;0.85;0.12
6526;art_007;103;0.06;0.43
6526;art_008;86;0.54;0.13
6526;art_009;129;0.77;0.09
6526;art_010;57;0.02;0.25
6526;art_011;123;0.75;0.15
6526;art_012;26;0.89;0.22
6526;art_013;33;0.04;0.85
6526;art_014;96;0.55;0.22
6526;art_015;20;0.86;0.24
6526;art_016;150;0.60;0.16
6526;art_017;114;0.42;0.20
6526;art_018;109;0.32;0.36
6526;art_019;40;0.74;0.29
6526;art_020;138;0.72;0.12
6526;art_021;9;0.60;0.31
6526;art_022;143;0.26;0.64
6526;art_023;58;0.25;0.13
6526;art_024;55;0.89;0.10
6526;art_025;8;0.65;0.65
6526;art_026;2;0.83;0.25
6526;art_027;59;0.73;0.10
6526;art_028;28;0.52;0.38
6526;art_029;77;0.13;0.18
6526;art_030;83;0.67;0.59
6526;art_031;65;0.16;0.13
6526;art_032;119;0.86;0.19
6526;art_033;1;0.93;0.09
6526;art_034;92;0.12;0.48
6526;art_035;149;0.30;0.81
6526;art_036;23;0.94;0.14
6526;art_037;6;0.94;0.38
6526;art_038;139;0.55;0.40
6526;art_039;70;0.27;0.20
6526;art_040;116;0.23;0.33
6526;art_041;42;0.21;0.83
6526;art_042;135;0.07;0.46
6526;art_043;106;0.08;0.85
6526;art_044;81;0.47;0.44
6526;art_045;30;0.39;0.61
6526;art_046;25;0.20;0.82
6526;art_047;45;0.55;0.66
6526;art_048;71;0.05;0.28
6526;art_049;16;0.89;0.12
6526;art_050;37;0.04;0.84
6526;art_051;44;0.14;0.91
6526;art_052;115;0.33;0.29
6526;art_053;36;0.42;0.52
6526;art_054;31;0.15;0.45
6526;art_055;153;0.42;0.69
6526;art_056;128;0.52;0.40
6526;art_057;88;0.16;0.82
6526;art_058;3;0.76;0.37
6526;art_059;56;0.18;0.84
6526;art_060;144;0.43;0.49
6526;art_061;102;0.14;0.73
6526;art_062;118;0.75;0.23
6526;art_063;75;0.15;0.92
6526;art_064;121;0.08;0.32
6526;art_065;38;0.06;0.99
6526;art_066;132;0.13;0.76
6526;art_067;100;0.70;0.32
6526;art_068;84;0.02;0.98
6526;art_069;43;0.44;0.82
6526;art_070;124;0.45;0.42
6526;art_071;122;0.85;0.14
6526;art_072;39;0.41;0.14
6526;art_073;14;0.87;0.64
6526;art_074;141;0.48;0.44
6526;art_075;46;0.44;0.64
6526;art_076;51;0.14;0.78
6526;art_077;50;0.18;0.31
6526;art_078;94;0.72;0.17
6526;art_079;79;0.36;0.20
6526;art_080;101;0.72;0.26
6526;art_081;99;0.50;0.84
6526;art_082;146;0.70;0.41
6526;art_083;48;0.45;0.47
6526;art_084;154;0.11;0.25
6526;art_085;5;0.56;0.28
6526;art_086;7;0.87;0.21
6526;art_087;78;0.23;0.72
6526;art_088;35;0.17;0.29
6526;art_089;60;0.57;0.22
6526;art_090;11;0.77;0.35
6526;art_091;87;0.79;0.19
6526;art_092;69;0.63;0.09
6526;art_093;32;0.98;0.31
6526;art_094;82;0.88;0.18
6526;art_095;76;0.05;0.72
6526;art_096;113;0.03;0.96
6526;art_097;64;0.48;0.54
6526;art_098;97;0.68;0.44
6526;art_099;53;0.76;0.15
6526;art_100;151;0.10;0.65
6526;art_101;110;0.79;0.38
6526;art_102;47;0.03;0.72
6526;art_103;68;0.01;0.71
6526;art_104;85;0.01;0.82
6526;art_105;73;0.00;0.24
6526;art_106;18;0.04;0.80
6526;art_107;145;0.01;0.26
6526;art_108;133;0.02;0.99
6526;art_109;22;0.11;0.38
6524;2va003;108;0.67;0.28
6524;2va005;43;0.27;0.50
6524;2va006;152;0.56;0.24
6524;2va007;23;0.67;0.26
6524;2va009;25;0.66;0.40
6524;2va014;112;0.24;0.68
6524;2va016;99;0.52;0.31
6524;2va018;113;0.80;0.29
6524;2va019;81;0.72;0.41
6524;2va020;66;0.18;0.34
6524;2va025;12;0.19;0.68
6524;2va026;130;0.79;0.28
6524;2va028;147;0.81;0.14
6524;2va031;154;0.20;0.57
6524;2va033;101;0.33;0.62
6524;2va035;8;0.61;0.46
6524;2va036;16;0.47;0.49
6524;2va037;123;0.26;0.68
6524;2va041;78;0.23;0.72
6524;2va042;84;0.28;0.66
6524;2va044;100;0.73;0.09
6524;2va051;90;0.72;0.28
6524;2va056;141;0.55;0.22
6524;2va057;80;0.73;0.35
6524;2va063;150;0.62;0.65
6524;2va067;48;0.61;0.32
6524;2va071;67;0.69;0.28
6524;2va074;47;0.21;0.80
6524;2va075;7;0.18;0.47
6524;2va078;128;0.81;0.54
6524;2va081;17;0.69;0.28
6524;2va088;126;0.03;0.72
6524;2va092;110;0.70;0.62
6524;2va106;149;0.18;0.47
6524;2va108;106;0.04;0.61
6524;2va118;153;0.23;0.69
6524;2va119;133;0.29;0.33
6524;2va131;142;0.18;0.18
6524;2va137;18;0.81;0.46
6524;art_001;6;0.71;0.30
6524;art_002;121;0.56;0.68
6524;art_003;103;0.50;0.57
6524;art_004;46;0.32;0.70
6524;art_005;88;0.30;0.58
6524;art_006;35;0.69;0.34
6524;art_007;13;0.53;0.38
6524;art_008;95;0.75;0.29
6524;art_009;27;0.73;0.25
6524;art_010;40;0.70;0.59
6524;art_011;44;0.74;0.32
6524;art_012;96;0.74;0.14
6524;art_013;75;0.22;0.47
6524;art_014;32;0.49;0.34
6524;art_015;115;0.71;0.34
6524;art_016;70;0.80;0.21
6524;art_017;79;0.73;0.47
6524;art_018;1;0.60;0.50
6524;art_019;21;0.67;0.37
6524;art_020;102;0.72;0.57
6524;art_021;5;0.74;0.35
6524;art_022;39;0.48;0.67
6524;art_023;92;0.65;0.18
6524;art_024;63;0.88;0.34
6524;art_025;57;0.37;0.50
6524;art_026;4;0.32;0.63
6524;art_027;118;0.87;0.17
6524;art_028;117;0.69;0.51
6524;art_029;111;0.60;0.23
6524;art_030;72;0.13;0.83
6524;art_031;52;0.80;0.30
6524;art_032;132;0.78;0.45
6524;art_033;98;0.67;0.50
6524;art_034;28;0.22;0.69
6524;art_035;104;0.17;0.76
6524;art_036;127;0.77;0.26
6524;art_037;93;0.34;0.60
6524;art_038;107;0.69;0.61
6524;art_039;62;0.74;0.24
6524;art_040;49;0.67;0.31
6524;art_041;119;0.22;0.60
6524;art_042;120;0.53;0.49
6524;art_043;29;0.49;0.51
6524;art_044;10;0.60;0.67
6524;art_045;41;0.36;0.65
6524;art_046;94;0.23;0.61
6524;art_047;109;0.67;0.36
6524;art_048;2;0.36;0.58
6524;art_049;20;0.93;0.15
6524;art_050;37;0.28;0.67
6524;art_051;58;0.19;0.35
6524;art_052;136;0.67;0.17
6524;art_053;34;0.38;0.73
6524;art_054;83;0.09;0.34
6524;art_055;124;0.41;0.62
6524;art_056;129;0.84;0.35
6524;art_057;86;0.29;0.50
6524;art_058;31;0.47;0.51
6524;art_059;11;0.54;0.70
6524;art_060;97;0.66;0.63
6524;art_061;26;0.07;0.73
6524;art_062;82;0.83;0.38
6524;art_063;116;0.21;0.69
6524;art_064;143;0.14;0.68
6524;art_065;51;0.30;0.66
6524;art_066;146;0.56;0.68
6524;art_067;89;0.61;0.61
6524;art_068;9;0.17;0.96
6524;art_069;36;0.21;0.85
6524;art_070;33;0.49;0.66
6524;art_071;69;0.77;0.28
6524;art_072;73;0.74;0.38
6524;art_073;14;0.23;0.78
6524;art_074;137;0.77;0.20
6524;art_075;125;0.25;0.70
6524;art_076;87;0.16;0.76
6524;art_077;61;0.76;0.49
6524;art_078;45;0.96;0.28
6524;art_079;74;0.46;0.59
6524;art_080;42;0.69;0.32
6524;art_081;144;0.97;0.17
6524;art_082;19;0.97;0.23
6524;art_083;77;0.59;0.72
6524;art_084;105;0.62;0.64
6524;art_085;53;0.94;0.35
6524;art_086;68;0.64;0.58
6524;art_087;131;0.73;0.67
6524;art_088;71;0.81;0.68
6524;art_089;151;0.72;0.71
6524;art_090;140;0.83;0.24
6524;art_091;134;0.75;0.50
6524;art_092;64;0.86;0.49
6524;art_093;91;0.81;0.47
6524;art_094;148;0.74;0.32
6524;art_095;59;0.51;0.24
6524;art_096;54;0.15;0.77
6524;art_097;65;0.56;0.65
6524;art_098;85;0.59;0.61
6524;art_099;15;0.67;0.36
6524;art_100;76;0.52;0.51
6524;art_101;145;0.50;0.50
6524;art_102;3;0.21;0.41
6524;art_103;30;0.04;0.14
6524;art_104;55;0.03;0.45
6524;art_105;22;0.04;0.25
6524;art_106;56;0.04;0.34
6524;art_107;38;0.05;0.36
6524;art_108;24;0.00;0.99
6524;art_109;114;0.04;0.64
6519;2va003;29;0.77;0.03
6519;2va005;144;0.35;0.35
6519;2va006;122;0.49;0.08
6519;2va007;125;0.89;0.32
6519;2va009;34;0.49;0.24
6519;2va014;46;0.28;0.97
6519;2va016;66;0.49;0.22
6519;2va018;60;0.53;0.14
6519;2va019;145;0.82;0.19
6519;2va020;108;0.01;0.69
6519;2va025;36;0.03;0.70
6519;2va026;45;0.46;0.14
6519;2va028;92;0.70;0.17
6519;2va031;22;0.03;0.52
6519;2va033;151;0.25;0.02
6519;2va035;154;0.01;0.53
6519;2va036;56;0.26;0.69
6519;2va037;74;0.02;0.73
6519;2va041;111;0.01;0.77
6519;2va042;106;0.01;0.84
6519;2va044;79;0.85;0.00
6519;2va051;7;0.42;0.48
6519;2va056;44;0.26;0.30
6519;2va057;27;0.49;0.37
6519;2va063;26;0.58;0.68
6519;2va067;40;0.77;0.14
6519;2va071;41;0.48;0.02
6519;2va074;143;0.07;0.89
6519;2va075;126;0.02;0.02
6519;2va078;63;0.58;0.36
6519;2va081;130;0.49;0.34
6519;2va088;148;0.04;0.99
6519;2va092;15;0.72;0.07
6519;2va106;61;0.32;0.65
6519;2va108;96;0.03;0.73
6519;2va118;132;0.03;0.82
6519;2va119;152;0.03;0.49
6519;2va131;127;0.02;0.95
6519;2va137;69;0.31;0.50
6519;art_001;84;0.56;0.31
6519;art_002;17;0.97;0.02
6519;art_003;35;0.50;0.19
6519;art_004;134;0.12;0.44
6519;art_005;98;0.10;0.53
6519;art_006;23;0.68;0.03
6519;art_007;31;0.01;0.80
6519;art_008;73;0.50;0.48
6519;art_009;95;0.72;0.25
6519;art_010;150;0.78;0.14
6519;art_011;48;0.65;0.36
6519;art_012;105;0.94;0.14
6519;art_013;72;0.02;0.38
6519;art_014;149;0.54;0.17
6519;art_015;24;0.58;0.04
6519;art_016;5;0.52;0.01
6519;art_017;77;0.72;0.07
6519;art_018;33;0.01;0.52
6519;art_019;124;0.50;0.36
6519;art_020;4;0.41;0.05
6519;art_021;9;0.24;0.51
6519;art_022;103;0.54;0.35
6519;art_023;100;0.49;0.13
6519;art_024;117;0.67;0.23
6519;art_025;123;0.02;0.52
6519;art_026;28;0.02;0.52
6519;art_027;18;0.95;0.02
6519;art_028;97;0.64;0.13
6519;art_029;1;0.43;0.02
6519;art_030;2;0.01;0.50
6519;art_031;57;0.51;0.18
6519;art_032;137;0.74;0.18
6519;art_033;81;0.75;0.10
6519;art_034;52;0.00;0.94
6519;art_035;94;0.04;0.87
6519;art_036;146;0.69;0.29
6519;art_037;112;0.03;0.43
6519;art_038;19;0.48;0.49
6519;art_039;6;0.94;0.43
6519;art_040;78;0.01;0.73
6519;art_041;62;0.01;0.50
6519;art_042;88;0.02;0.19
6519;art_043;80;0.05;0.47
6519;art_044;87;0.02;0.78
6519;art_045;89;0.14;0.72
6519;art_046;131;0.05;0.59
6519;art_047;37;1.00;0.02
6519;art_048;139;0.11;0.34
6519;art_049;118;0.52;0.05
6519;art_050;119;0.02;0.69
6519;art_051;68;0.01;0.88
6519;art_052;42;0.52;0.02
6519;art_053;49;0.03;0.55
6519;art_054;113;0.00;0.10
6519;art_055;76;0.07;0.63
6519;art_056;50;0.35;0.33
6519;art_057;91;0.31;0.45
6519;art_058;109;0.03;0.77
6519;art_059;138;0.21;0.56
6519;art_060;86;0.59;0.22
6519;art_061;64;0.02;0.74
6519;art_062;102;0.57;0.49
6519;art_063;142;0.02;0.81
6519;art_064;25;0.01;0.99
6519;art_065;128;0.04;0.77
6519;art_066;120;0.03;0.63
6519;art_067;58;0.66;0.17
6519;art_068;65;0.03;0.78
6519;art_069;14;0.23;0.99
6519;art_070;93;0.04;0.96
6519;art_071;99;0.18;0.24
6519;art_072;70;0.26;0.48
6519;art_073;32;0.01;0.98
6519;art_074;3;0.81;0.03
6519;art_075;10;0.22;0.69
6519;art_076;136;0.13;0.89
6519;art_077;115;0.77;0.17
6519;art_078;12;0.99;0.01
6519;art_079;43;0.45;0.51
6519;art_080;129;1.00;0.19
6519;art_081;53;0.48;0.16
6519;art_082;71;0.93;0.48
6519;art_083;82;0.82;0.54
6519;art_084;83;0.05;0.81
6519;art_085;8;0.70;0.30
6519;art_086;20;0.58;0.45
6519;art_087;135;0.78;0.22
6519;art_088;141;0.83;0.59
6519;art_089;51;0.15;0.73
6519;art_090;47;0.82;0.50
6519;art_091;30;0.50;0.51
6519;art_092;147;0.91;0.17
6519;art_093;140;0.74;0.47
6519;art_094;67;0.02;0.80
6519;art_095;55;0.02;0.78
6519;art_096;11;0.00;0.99
6519;art_097;90;0.18;0.78
6519;art_098;21;0.64;0.93
6519;art_099;133;0.83;0.13
6519;art_100;54;0.03;0.82
6519;art_101;16;0.50;0.48
6519;art_102;75;0.01;0.77
6519;art_103;59;0.02;0.61
6519;art_104;38;0.00;0.47
6519;art_105;114;0.01;0.51
6519;art_106;85;0.01;0.50
6519;art_107;104;0.03;0.85
6519;art_108;13;0.02;1.00
6519;art_109;107;0.01;0.51
6520;2va003;56;0.81;0.08
6520;2va005;11;0.22;0.07
6520;2va006;123;0.92;0.06
6520;2va007;81;0.95;0.63
6520;2va009;102;0.93;0.23
6520;2va014;27;0.86;0.65
6520;2va016;31;0.74;0.09
6520;2va018;80;0.99;0.06
6520;2va019;149;0.93;0.04
6520;2va020;100;0.09;0.28
6520;2va025;95;0.26;0.58
6520;2va026;150;0.90;0.01
6520;2va028;71;1.00;0.09
6520;2va031;127;0.84;0.75
6520;2va033;15;0.40;0.20
6520;2va035;111;0.56;0.25
6520;2va036;94;0.84;0.58
6520;2va037;87;0.94;0.73
6520;2va041;35;0.18;0.74
6520;2va042;107;0.06;0.89
6520;2va044;69;0.92;0.00
6520;2va051;131;0.87;0.07
6520;2va056;7;0.67;0.06
6520;2va057;103;1.00;0.04
6520;2va063;73;0.87;0.39
6520;2va067;105;0.99;0.20
6520;2va071;21;0.54;0.71
6520;2va074;74;0.73;0.84
6520;2va075;130;0.90;0.01
6520;2va078;29;0.94;0.05
6520;2va081;63;0.95;0.82
6520;2va088;64;0.01;0.99
6520;2va092;139;0.98;0.04
6520;2va106;112;0.70;0.64
6520;2va108;16;0.01;0.74
6520;2va118;82;0.08;0.83
6520;2va119;128;0.85;0.31
6520;2va131;44;0.23;0.70
6520;2va137;25;0.83;0.70
6520;art_001;28;0.85;0.29
6520;art_002;104;0.97;0.18
6520;art_003;3;0.07;0.04
6520;art_004;70;0.94;0.69
6520;art_005;140;0.94;0.05
6520;art_006;47;0.88;0.05
6520;art_007;18;0.92;0.75
6520;art_008;26;0.88;0.04
6520;art_009;17;0.92;0.01
6520;art_010;34;0.84;0.39
6520;art_011;88;0.93;0.10
6520;art_012;84;0.96;0.04
6520;art_013;106;0.96;0.84
6520;art_014;66;0.89;0.07
6520;art_015;72;0.87;0.02
6520;art_016;153;0.94;0.05
6520;art_017;125;0.90;0.07
6520;art_018;6;0.96;0.28
6520;art_019;33;0.86;0.06
6520;art_020;61;0.91;0.09
6520;art_021;138;0.86;0.18
6520;art_022;116;0.85;0.37
6520;art_023;55;0.75;0.04
6520;art_024;115;0.95;0.06
6520;art_025;78;0.12;0.66
6520;art_026;133;0.33;0.18
6520;art_027;8;0.97;0.07
6520;art_028;42;0.88;0.03
6520;art_029;36;0.87;0.24
6520;art_030;151;0.13;0.12
6520;art_031;52;0.67;0.09
6520;art_032;2;0.63;0.06
6520;art_033;96;0.94;0.02
6520;art_034;136;0.22;0.34
6520;art_035;30;0.48;0.79
6520;art_036;118;0.90;0.09
6520;art_037;143;0.14;0.03
6520;art_038;134;0.94;0.28
6520;art_039;14;0.94;0.07
6520;art_040;49;0.14;0.73
6520;art_041;148;0.68;0.17
6520;art_042;122;0.81;0.27
6520;art_043;89;0.93;0.87
6520;art_044;129;0.27;0.77
6520;art_045;4;0.27;0.36
6520;art_046;12;0.21;0.14
6520;art_047;79;0.94;0.15
6520;art_048;23;0.79;0.18
6520;art_049;99;0.96;0.03
6520;art_050;154;0.09;0.64
6520;art_051;22;0.05;0.80
6520;art_052;1;0.79;0.03
6520;art_053;137;0.73;0.53
6520;art_054;59;0.23;0.06
6520;art_055;10;0.90;0.75
6520;art_056;43;0.81;0.02
6520;art_057;132;0.81;0.14
6520;art_058;91;0.26;0.39
6520;art_059;152;0.29;0.24
6520;art_060;53;0.95;0.07
6520;art_061;68;0.07;0.23
6520;art_062;120;0.96;0.04
6520;art_063;97;0.82;0.72
6520;art_064;40;0.18;0.51
6520;art_065;57;0.11;0.82
6520;art_066;51;0.55;0.92
6520;art_067;86;0.94;0.06
6520;art_068;9;0.01;0.91
6520;art_069;126;0.29;0.76
6520;art_070;37;0.21;0.61
6520;art_071;32;0.84;0.05
6520;art_072;108;0.84;0.58
6520;art_073;62;0.20;0.78
6520;art_074;65;0.93;0.47
6520;art_075;54;0.38;0.21
6520;art_076;19;0.02;0.99
6520;art_077;98;0.99;0.91
6520;art_078;58;0.99;0.07
6520;art_079;147;0.89;0.08
6520;art_080;90;0.95;0.06
6520;art_081;135;0.99;0.05
6520;art_082;39;0.99;0.00
6520;art_083;76;1.00;0.65
6520;art_084;38;0.94;0.79
6520;art_085;144;0.98;0.07
6520;art_086;142;0.99;0.01
6520;art_087;146;0.97;0.06
6520;art_088;85;0.99;0.25
6520;art_089;46;0.88;0.57
6520;art_090;67;0.99;0.07
6520;art_091;41;0.98;0.02
6520;art_092;45;0.81;0.09
6520;art_093;145;0.96;0.02
6520;art_094;101;0.96;0.18
6520;art_095;5;0.94;0.11
6520;art_096;119;0.06;0.19
6520;art_097;114;0.98;0.07
6520;art_098;141;0.94;0.03
6520;art_099;110;0.99;0.01
6520;art_100;124;0.87;0.14
6520;art_101;77;0.96;0.17
6520;art_102;50;0.00;0.81
6520;art_103;93;0.00;0.01
6520;art_104;109;0.02;0.10
6520;art_105;24;0.07;0.06
6520;art_106;75;0.03;0.71
6520;art_107;83;0.02;0.07
6520;art_108;48;0.02;0.79
6520;art_109;13;0.01;0.11
6518;2va003;80;0.94;0.02
6518;2va005;33;0.81;0.23
6518;2va006;72;0.97;0.01
6518;2va007;110;0.97;0.77
6518;2va009;13;0.98;0.01
6518;2va014;57;0.67;0.40
6518;2va016;144;0.98;0.10
6518;2va018;62;0.98;0.01
6518;2va019;30;0.89;0.46
6518;2va020;54;0.09;0.77
6518;2va025;102;0.01;0.63
6518;2va026;64;0.79;0.29
6518;2va028;36;0.98;0.32
6518;2va031;77;0.29;0.64
