jatosResID;image;trial_main;x1;x2
6535;2va019;77;0.99;0.01
6535;2va020;74;0.28;0.70
6535;2va025;20;0.47;0.69
6535;2va026;35;0.96;0.04
6535;2va028;78;0.66;0.24
6535;2va031;19;0.76;0.75
6535;2va033;13;0.91;0.33
6535;2va035;80;0.33;0.53
6535;2va036;117;0.49;0.64
6535;2va037;43;0.51;0.76
6535;2va041;14;0.53;0.71
6535;2va042;84;0.07;0.13
6535;2va044;125;0.98;0.01
6535;2va051;48;0.82;0.22
6535;2va056;130;0.71;0.01
6535;2va057;89;0.59;0.12
6535;2va063;132;0.84;0.10
6535;2va067;92;0.78;0.17
6535;2va071;109;0.77;0.38
6535;2va074;139;0.79;0.80
6535;2va075;50;0.51;0.27
6535;2va078;127;0.93;0.06
6535;2va081;134;0.83;0.59
6535;2va088;1;0.10;0.99
6535;2va092;85;0.67;0.05
6535;2va106;65;0.17;0.96
6535;2va108;42;0.01;0.92
6535;2va118;36;0.03;0.97
6535;2va119;58;0.77;0.59
6535;2va131;148;0.20;0.51
6535;2va137;140;0.80;0.60
6535;art_001;2;0.97;0.04
6535;art_002;154;0.91;0.21
6535;art_003;146;0.79;0.33
6535;art_004;45;0.23;0.45
6535;art_005;67;0.29;0.28
6535;art_006;53;0.92;0.01
6535;art_007;86;0.57;0.57
6535;art_008;149;0.97;0.00
6535;art_009;55;0.98;0.00
6535;art_010;72;0.92;0.09
6535;art_011;56;0.92;0.09
6535;art_012;100;0.97;0.00
6535;art_013;110;0.33;0.71
6535;art_014;61;0.96;0.15
6535;art_015;21;0.98;0.00
6535;art_016;38;0.85;0.10
6535;art_017;137;0.66;0.44
6535;art_018;37;0.38;0.22
6535;art_019;147;0.78;0.26
6535;art_020;47;0.92;0.15
6535;art_021;26;0.54;0.69
6535;art_022;79;0.28;0.81
6535;art_023;18;0.94;0.03
6535;art_024;107;0.97;0.03
6535;art_025;90;0.05;0.77
6535;art_026;62;0.07;0.24
6535;art_027;116;0.97;0.01
6535;art_028;128;0.75;0.18
6535;art_029;7;0.84;0.42
6535;art_030;12;0.80;0.01
6535;art_031;124;0.65;0.01
6535;art_032;101;0.96;0.02
6535;art_033;143;0.99;0.01
6535;art_034;81;0.07;0.72
6535;art_035;91;0.12;0.83
6535;art_036;115;0.84;0.01
6535;art_037;145;0.08;0.13
6535;art_038;60;0.66;0.49
6535;art_039;32;0.88;0.13
6535;art_040;16;0.79;0.54
6535;art_041;151;0.54;0.56
6535;art_042;108;0.83;0.38
6535;art_043;25;0.22;0.77
6535;art_044;63;0.25;0.77
6535;art_045;121;0.06;0.34
6535;art_046;33;0.43;0.78
6535;art_047;129;0.28;0.29
6535;art_048;152;0.54;0.38
6535;art_049;105;0.97;0.01
6535;art_050;106;0.71;0.57
6535;art_051;120;0.18;0.79
6535;art_052;119;0.55;0.07
6535;art_053;70;0.19;0.81
6535;art_054;76;0.08;0.19
6535;art_055;17;0.82;0.24
6535;art_056;153;0.80;0.07
6535;art_057;94;0.18;0.33
6535;art_058;31;0.47;0.10
6535;art_059;136;0.24;0.56
6535;art_060;96;0.75;0.28
6535;art_061;46;0.22;0.57
6535;art_062;22;0.99;0.00
6535;art_063;133;0.43;0.32
6535;art_064;51;0.35;0.68
6535;art_065;87;0.12;0.79
6535;art_066;102;0.29;0.67
6535;art_067;122;0.73;0.03
6535;art_068;64;0.09;0.98
6535;art_069;15;0.53;0.14
6535;art_070;131;0.07;0.17
6535;art_071;99;0.73;0.26
6535;art_072;113;0.47;0.24
6535;art_073;83;0.09;0.78
6535;art_074;57;0.94;0.00
6535;art_075;39;0.33;0.33
6535;art_076;27;0.19;0.85
6535;art_077;118;0.84;0.54
6535;art_078;73;0.97;0.01
6535;art_079;4;0.71;0.26
6535;art_080;23;0.81;0.27
6535;art_081;49;0.70;0.53
6535;art_082;104;0.79;0.59
6535;art_083;28;0.92;0.05
6535;art_084;150;0.73;0.55
6535;art_085;3;0.92;0.21
6535;art_086;24;0.71;0.31
6535;art_087;141;0.67;0.53
6535;art_088;30;0.66;0.52
6535;art_089;29;0.65;0.28
6535;art_090;10;0.83;0.13
6535;art_091;40;0.88;0.09
6535;art_092;114;0.98;0.01
6535;art_093;66;0.69;0.55
6535;art_094;71;0.76;0.01
6535;art_095;123;0.55;0.01
6535;art_096;59;0.18;0.96
6535;art_097;52;0.47;0.51
6535;art_098;68;0.64;0.17
6535;art_099;126;0.70;0.06
6535;art_100;8;0.65;0.48
6535;art_101;54;0.72;0.13
6535;art_102;5;0.26;0.78
6535;art_103;93;0.00;0.56
6535;art_104;82;0.02;0.16
6535;art_105;138;0.25;0.22
6535;art_106;144;0.05;0.98
6535;art_107;11;0.18;0.90
6535;art_108;41;0.01;0.98
6535;art_109;111;0.02;0.26
6533;2va003;104;0.88;0.18
6533;2va005;27;0.80;0.15
6533;2va006;106;0.83;0.13
6533;2va007;88;0.81;0.15
6533;2va009;75;0.88;0.22
6533;2va014;103;0.21;0.20
6533;2va016;81;0.84;0.14
6533;2va018;22;0.90;0.07
6533;2va019;42;0.94;0.12
6533;2va020;10;0.65;0.41
6533;2va025;24;0.35;0.76
6533;2va026;77;0.83;0.15
6533;2va028;15;0.70;0.14
6533;2va031;128;0.61;0.44
6533;2va033;129;0.80;0.15
6533;2va035;127;0.22;0.22
6533;2va036;87;0.63;0.29
6533;2va037;118;0.47;0.45
6533;2va041;100;0.70;0.27
6533;2va042;139;0.64;0.22
6533;2va044;112;0.78;0.17
6533;2va051;152;0.81;0.14
6533;2va056;130;0.89;0.15
6533;2va057;47;0.78;0.28
6533;2va063;54;0.88;0.10
6533;2va067;39;0.92;0.18
6533;2va071;26;0.63;0.40
6533;2va074;107;0.26;0.77
6533;2va075;28;0.80;0.12
6533;2va078;56;0.86;0.11
6533;2va081;43;0.78;0.32
6533;2va088;113;0.20;0.81
6533;2va092;102;0.80;0.14
6533;2va106;119;0.59;0.30
6533;2va108;61;0.10;0.50
6533;2va118;19;0.13;0.80
6533;2va119;9;0.75;0.22
6533;2va131;125;0.41;0.30
6533;2va137;91;0.83;0.12
6533;art_001;70;0.84;0.20
6533;art_002;55;0.82;0.24
6533;art_003;7;0.80;0.11
6533;art_004;3;0.56;0.54
6533;art_005;66;0.71;0.26
6533;art_006;69;0.81;0.18
6533;art_007;71;0.67;0.29
6533;art_008;83;0.85;0.14
6533;art_009;74;0.82;0.16
6533;art_010;95;0.83;0.13
6533;art_011;135;0.81;0.13
6533;art_012;154;0.83;0.18
6533;art_013;117;0.46;0.51
6533;art_014;33;0.88;0.09
6533;art_015;11;0.73;0.07
6533;art_016;52;0.88;0.20
6533;art_017;67;0.77;0.19
6533;art_018;16;0.56;0.55
6533;art_019;149;0.80;0.17
6533;art_020;92;0.90;0.15
6533;art_021;18;0.51;0.51
6533;art_022;30;0.53;0.70
6533;art_023;46;0.92;0.15
6533;art_024;21;0.80;0.18
6533;art_025;114;0.17;0.53
6533;art_026;96;0.78;0.22
6533;art_027;150;0.80;0.12
6533;art_028;105;0.80;0.17
6533;art_029;32;0.86;0.15
6533;art_030;25;0.40;0.53
6533;art_031;53;0.82;0.13
6533;art_032;73;0.87;0.12
6533;art_033;38;0.90;0.08
6533;art_034;76;0.46;0.55
6533;art_035;132;0.25;0.42
6533;art_036;80;0.86;0.14
6533;art_037;115;0.22;0.21
6533;art_038;35;0.84;0.26
6533;art_039;1;0.87;0.10
6533;art_040;82;0.67;0.23
6533;art_041;31;0.18;0.84
6533;art_042;97;0.68;0.36
6533;art_043;45;0.50;0.67
6533;art_044;146;0.22;0.71
6533;art_045;68;0.39;0.59
6533;art_046;137;0.60;0.24
6533;art_047;65;0.87;0.28
6533;art_048;57;0.64;0.29
6533;art_049;58;0.83;0.20
6533;art_050;79;0.25;0.56
6533;art_051;64;0.37;0.17
6533;art_052;50;0.71;0.20
6533;art_053;126;0.33;0.52
6533;art_054;17;0.44;0.47
6533;art_055;63;0.79;0.37
6533;art_056;123;0.73;0.16
6533;art_057;60;0.26;0.36
6533;art_058;94;0.26;0.49
6533;art_059;147;0.77;0.29
6533;art_060;48;0.71;0.21
6533;art_061;101;0.18;0.80
6533;art_062;20;0.87;0.18
6533;art_063;93;0.69;0.14
6533;art_064;108;0.57;0.16
6533;art_065;136;0.35;0.23
6533;art_066;14;0.56;0.26
6533;art_067;120;0.78;0.21
6533;art_068;49;0.25;0.75
6533;art_069;99;0.37;0.70
6533;art_070;86;0.45;0.27
6533;art_071;51;0.81;0.22
6533;art_072;116;0.76;0.20
6533;art_073;84;0.64;0.47
6533;art_074;151;0.82;0.16
6533;art_075;138;0.33;0.60
6533;art_076;121;0.30;0.71
6533;art_077;8;0.90;0.27
6533;art_078;134;0.84;0.12
6533;art_079;145;0.71;0.45
6533;art_080;2;0.96;0.04
6533;art_081;37;0.85;0.35
6533;art_082;89;0.85;0.09
6533;art_083;72;0.72;0.42
6533;art_084;29;0.57;0.71
6533;art_085;62;0.88;0.36
6533;art_086;133;0.83;0.22
6533;art_087;141;0.85;0.36
6533;art_088;124;0.71;0.24
6533;art_089;12;0.80;0.50
6533;art_090;4;0.98;0.04
6533;art_091;122;0.78;0.22
6533;art_092;85;0.88;0.13
6533;art_093;131;0.83;0.07
6533;art_094;44;0.93;0.24
6533;art_095;6;0.71;0.20
6533;art_096;40;0.01;0.97
6533;art_097;110;0.80;0.20
6533;art_098;23;0.81;0.14
6533;art_099;90;0.71;0.22
6533;art_100;98;0.78;0.21
6533;art_101;140;0.81;0.14
6533;art_102;34;0.34;0.84
6533;art_103;142;0.23;0.52
6533;art_104;5;0.15;0.50
6533;art_105;111;0.17;0.30
6533;art_106;41;0.02;0.98
6533;art_107;144;0.24;0.36
6533;art_108;78;0.12;0.90
6533;art_109;59;0.15;0.88
6531;2va003;69;0.97;0.04
6531;2va005;119;0.50;0.70
6531;2va006;7;0.32;0.69
6531;2va007;127;0.97;0.04
6531;2va009;122;0.96;0.19
6531;2va014;24;0.69;0.47
6531;2va016;38;0.91;0.03
6531;2va018;22;0.95;0.04
6531;2va019;31;0.93;0.04
6531;2va020;116;0.76;0.30
6531;2va025;87;0.26;0.69
6531;2va026;55;0.96;0.03
6531;2va028;112;0.96;0.27
6531;2va031;30;0.81;0.43
6531;2va033;109;0.98;0.48
6531;2va035;34;0.65;0.25
6531;2va036;133;0.64;0.30
6531;2va037;49;0.28;0.17
6531;2va041;135;0.05;0.95
6531;2va042;105;0.86;0.38
6531;2va044;23;0.98;0.03
6531;2va051;9;0.45;0.76
6531;2va056;53;0.38;0.68
6531;2va057;68;0.93;0.19
6531;2va063;131;0.97;0.07
6531;2va067;16;0.86;0.29
6531;2va071;153;0.34;0.74
6531;2va074;106;0.25;0.74
6531;2va075;102;0.57;0.20
6531;2va078;121;0.96;0.02
6531;2va081;43;0.32;0.88
6531;2va088;134;0.10;1.00
6531;2va092;146;0.92;0.06
6531;2va106;71;0.51;0.52
6531;2va108;67;0.03;0.19
6531;2va118;33;0.17;1.00
6531;2va119;48;0.44;0.56
6531;2va131;114;0.15;0.83
6531;2va137;63;0.90;0.17
6531;art_001;74;0.97;0.03
6531;art_002;6;0.94;0.34
6531;art_003;111;0.98;0.04
6531;art_004;45;0.25;0.82
6531;art_005;42;0.96;0.05
6531;art_006;120;0.97;0.03
6531;art_007;58;0.36;0.51
6531;art_008;83;0.77;0.04
6531;art_009;40;0.97;0.03
6531;art_010;128;0.94;0.24
6531;art_011;115;0.96;0.07
6531;art_012;29;0.93;0.10
6531;art_013;57;0.26;0.87
6531;art_014;60;0.95;0.04
6531;art_015;64;0.83;0.07
6531;art_016;14;0.95;0.06
6531;art_017;84;0.97;0.04
6531;art_018;142;0.86;0.03
6531;art_019;12;0.94;0.05
6531;art_020;147;0.99;0.01
6531;art_021;113;0.95;0.19
6531;art_022;91;0.73;0.47
6531;art_023;5;0.94;0.04
6531;art_024;65;0.97;0.04
6531;art_025;130;0.81;0.52
6531;art_026;78;0.93;0.06
6531;art_027;108;0.98;0.04
6531;art_028;25;0.79;0.25
6531;art_029;94;0.92;0.35
6531;art_030;59;0.86;0.06
6531;art_031;99;0.65;0.48
6531;art_032;82;0.98;0.02
6531;art_033;139;1.00;0.01
6531;art_034;101;0.50;0.74
6531;art_035;36;0.96;0.11
6531;art_036;136;0.99;0.04
6531;art_037;132;0.81;0.23
6531;art_038;76;0.93;0.23
6531;art_039;27;0.47;0.72
6531;art_040;100;0.73;0.36
6531;art_041;149;0.34;0.72
6531;art_042;37;0.76;0.50
6531;art_043;110;0.47;0.81
6531;art_044;92;0.76;0.42
6531;art_045;96;0.83;0.48
6531;art_046;8;0.24;0.79
6531;art_047;1;0.87;0.41
6531;art_048;18;0.68;0.25
6531;art_049;103;0.98;0.01
6531;art_050;118;0.26;0.52
6531;art_051;144;0.10;0.78
6531;art_052;47;0.94;0.06
6531;art_053;124;0.69;0.35
6531;art_054;89;0.31;0.07
6531;art_055;93;0.82;0.09
6531;art_056;44;0.93;0.06
6531;art_057;50;0.28;0.19
6531;art_058;85;0.97;0.03
6531;art_059;75;0.93;0.21
6531;art_060;129;0.98;0.02
6531;art_061;107;0.51;0.25
6531;art_062;123;0.99;0.01
6531;art_063;143;0.52;0.37
6531;art_064;86;0.54;0.21
6531;art_065;62;0.80;0.31
6531;art_066;28;0.33;0.52
6531;art_067;141;0.97;0.01
6531;art_068;151;0.03;0.95
6531;art_069;97;0.94;0.07
6531;art_070;145;0.89;0.02
6531;art_071;19;0.95;0.07
6531;art_072;117;0.97;0.04
6531;art_073;152;0.68;0.51
6531;art_074;4;0.93;0.07
6531;art_075;90;0.86;0.12
6531;art_076;26;0.48;0.96
6531;art_077;81;0.95;0.43
6531;art_078;35;0.98;0.02
6531;art_079;126;0.77;0.19
6531;art_080;39;0.72;0.72
6531;art_081;77;0.92;0.48
6531;art_082;61;0.89;0.52
6531;art_083;73;0.96;0.10
6531;art_084;137;0.03;0.85
6531;art_085;2;0.93;0.19
6531;art_086;79;0.95;0.29
6531;art_087;104;0.89;0.27
6531;art_088;95;0.92;0.50
6531;art_089;17;0.92;0.05
6531;art_090;20;0.93;0.06
6531;art_091;88;0.85;0.03
6531;art_092;3;0.94;0.06
6531;art_093;15;0.81;0.05
6531;art_094;98;0.97;0.03
6531;art_095;46;0.50;0.38
6531;art_096;52;0.25;0.51
6531;art_097;66;0.97;0.05
6531;art_098;54;0.97;0.04
6531;art_099;125;0.98;0.01
6531;art_100;32;0.24;0.74
6531;art_101;51;0.95;0.07
6531;art_102;21;0.05;0.97
6531;art_103;13;0.07;0.07
6531;art_104;10;0.02;0.73
6531;art_105;140;0.00;0.97
6531;art_106;72;0.03;0.96
6531;art_107;80;0.04;0.83
6531;art_108;11;0.06;0.95
6531;art_109;41;0.10;0.05
6530;2va003;60;0.97;0.03
6530;2va005;89;0.60;0.20
6530;2va006;72;0.82;0.08
6530;2va007;90;0.79;0.26
6530;2va009;66;0.86;0.04
6530;2va014;8;0.91;0.16
6530;2va016;4;0.90;0.06
6530;2va018;149;0.91;0.24
6530;2va019;22;0.88;0.12
6530;2va020;52;0.61;0.17
6530;2va025;45;0.80;0.31
6530;2va026;79;0.54;0.37
6530;2va028;93;0.91;0.06
6530;2va031;44;0.78;0.18
6530;2va033;145;0.19;0.07
6530;2va035;121;0.22;0.38
6530;2va036;69;0.56;0.42
6530;2va037;147;0.57;0.25
6530;2va041;94;0.22;0.36
6530;2va042;10;0.15;0.75
6530;2va044;46;0.79;0.08
6530;2va051;111;0.88;0.04
6530;2va056;134;0.36;0.23
6530;2va057;97;0.82;0.11
6530;2va063;92;0.49;0.27
6530;2va067;83;0.91;0.15
6530;2va071;101;0.68;0.26
6530;2va074;31;0.42;0.18
6530;2va075;2;0.93;0.16
6530;2va078;91;0.76;0.29
6530;2va081;40;0.98;0.02
6530;2va088;146;0.03;0.36
6530;2va092;104;0.81;0.25
6530;2va106;132;0.05;0.21
6530;2va108;18;0.10;0.43
6530;2va118;98;0.47;0.39
6530;2va119;135;0.29;0.34
6530;2va131;6;0.02;0.16
6530;2va137;103;0.93;0.04
6530;art_001;128;0.83;0.19
6530;art_002;127;0.75;0.26
6530;art_003;42;0.72;0.48
6530;art_004;81;0.60;0.49
6530;art_005;108;0.56;0.45
6530;art_006;1;0.97;0.03
6530;art_007;25;0.73;0.05
6530;art_008;11;0.94;0.04
6530;art_009;122;0.54;0.28
6530;art_010;139;0.76;0.32
6530;art_011;21;0.24;0.10
6530;art_012;35;0.78;0.67
6530;art_013;13;0.56;0.42
6530;art_014;126;0.74;0.12
6530;art_015;115;0.61;0.18
6530;art_016;16;0.33;0.08
6530;art_017;17;0.93;0.15
6530;art_018;59;0.43;0.20
6530;art_019;100;0.70;0.30
6530;art_020;105;0.86;0.09
6530;art_021;12;0.34;0.52
6530;art_022;47;0.83;0.35
6530;art_023;39;0.96;0.09
6530;art_024;36;0.94;0.25
6530;art_025;67;0.12;0.24
6530;art_026;57;0.69;0.19
6530;art_027;123;0.84;0.12
6530;art_028;28;0.80;0.11
6530;art_029;78;0.90;0.24
6530;art_030;118;0.19;0.39
6530;art_031;33;0.90;0.13
6530;art_032;125;0.70;0.20
6530;art_033;82;0.91;0.21
6530;art_034;148;0.56;0.26
6530;art_035;20;0.22;0.31
6530;art_036;136;0.78;0.09
6530;art_037;14;0.48;0.33
6530;art_038;65;0.67;0.23
6530;art_039;19;0.55;0.26
6530;art_040;95;0.47;0.31
6530;art_041;68;0.26;0.37
